contract_symbol,last_trade_date,strike,last_price,bid,ask,price_change,percent_change,volume,open_interest,yf_implied_volatility,in_the_money,contract_size,currency,expiration,option_type,spot_price,ticker,fetch_timestamp
SPY260313P00700000,2026-02-23 21:00:30+00:00,700.0,19.65,17.68,20.45,5.3199997,37.124912,67.0,541.0,0.14780515289306645,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260313P00701000,2026-02-23 20:57:11+00:00,701.0,21.2,18.38,21.16,5.9000006,38.562096,3.0,39.0,0.1459130819702148,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260313P00702000,2026-02-20 16:52:51+00:00,702.0,18.5,19.1,21.89,2.6999998,17.088606,1.0,10.0,0.14405152832031248,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260313P00703000,2026-02-23 19:42:50+00:00,703.0,22.82,19.85,22.64,6.5699997,40.43077,25.0,31.0,0.14222049194335937,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260313P00704000,2026-02-20 18:45:56+00:00,704.0,16.69,20.64,23.43,0.0,0.0,7.0,8.0,0.14099980102539064,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260313P00705000,2026-02-23 15:25:04+00:00,705.0,21.14,22.66,23.09,3.6399994,20.799997,1.0,119.0,0.09986251708984376,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260313P00706000,2026-02-23 19:36:37+00:00,706.0,25.38,22.27,25.08,6.2299995,32.532635,12.0,14.0,0.13922979919433598,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260313P00707000,2026-02-23 19:05:45+00:00,707.0,25.52,24.29,24.8,2.6000004,11.343806,11.0,320.0,0.08851009155273437,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260313P00708000,2026-02-23 19:42:50+00:00,708.0,27.16,24.02,26.82,3.6599998,15.574468,21.0,4.0,0.1388025573730469,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260313P00709000,2026-02-20 16:29:42+00:00,709.0,23.0,24.93,27.73,0.0,0.0,2.0,51.0,0.13941290283203128,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260313P00710000,2026-02-23 19:29:53+00:00,710.0,28.81,27.03,27.52,7.51,35.258217,15.0,1648.0,1.0000000000000003e-05,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260313P00711000,2026-02-23 19:34:28+00:00,711.0,29.43,26.81,29.61,6.0300007,25.769234,8.0,9.0,0.14234256103515625,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260313P00712000,2026-02-10 14:30:37+00:00,712.0,18.87,27.79,30.6,0.0,0.0,1.0,1.0,0.14545532287597657,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260313P00713000,2026-02-23 15:08:38+00:00,713.0,27.77,28.78,31.59,4.26,18.11995,3.0,11.0,0.1485680847167969,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260313P00714000,2026-02-19 14:33:56+00:00,714.0,33.1,29.78,32.59,3.0499992,10.149749,1.0,2.0,0.15210808837890627,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260313P00715000,2026-02-17 19:36:01+00:00,715.0,30.52,30.78,33.59,0.0,0.0,4.0,1.0,0.15552602294921875,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260313P00717000,2026-02-13 15:43:51+00:00,717.0,34.74,32.78,35.59,0.0,0.0,1.0,0.0,0.16236189208984375,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260313P00719000,2026-02-10 20:53:51+00:00,719.0,26.42,34.78,37.59,0.0,0.0,4.0,0.0,0.16913672668457033,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260313P00720000,2026-02-20 21:09:45+00:00,720.0,30.36,35.78,38.59,0.0,0.0,21.0,13.0,0.1724936267089844,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260313P00721000,2026-02-11 14:51:30+00:00,721.0,25.69,36.78,39.59,0.0,0.0,4.0,0.0,0.1757894921875,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260313P00722000,2026-02-12 19:24:52+00:00,722.0,36.92,37.78,40.59,0.0,0.0,2.0,0.0,0.17914639221191403,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260313P00723000,2026-02-20 20:48:02+00:00,723.0,34.0,38.79,41.59,0.0,0.0,2.0,0.0,0.18244225769042968,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260313P00730000,2026-02-09 20:49:25+00:00,730.0,35.2,45.78,48.59,0.0,0.0,,2.0,0.20508607421874997,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260313P00740000,2026-02-13 16:47:54+00:00,740.0,55.0,55.78,58.59,0.0,0.0,3.0,0.0,0.23615265808105468,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260313P00750000,2026-02-03 19:31:43+00:00,750.0,64.0,65.79,68.59,0.0,0.0,,0.0,0.2659985510253906,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260313P00755000,2026-02-13 15:46:02+00:00,755.0,73.08,70.78,73.59,0.0,0.0,,0.0,0.2805247729492187,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260313P00800000,2026-02-09 19:55:01+00:00,800.0,104.5,115.79,118.59,0.0,0.0,,0.0,0.4018614501953125,True,REGULAR,USD,2026-03-13,put,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00245000,2026-02-17 14:30:09+00:00,245.0,438.1,437.11,439.91,0.0,0.0,1.0,59.0,1.8315438110351558,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00250000,2026-02-13 18:02:56+00:00,250.0,435.0,432.13,434.88,0.0,0.0,1.0,35.0,1.7968760156249999,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00255000,2025-06-24 13:31:31+00:00,255.0,355.14,392.52,395.99,0.0,0.0,,22.0,1.0000000000000003e-05,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00260000,2026-02-03 16:17:13+00:00,260.0,433.5,422.14,424.95,0.0,0.0,1.0,29.0,1.7402356738281248,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00265000,2026-02-04 16:55:20+00:00,265.0,422.05,417.16,419.92,0.0,0.0,1.0,11.0,1.7070327148437499,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00270000,2025-09-18 16:06:01+00:00,270.0,396.21,403.71,406.61,0.0,0.0,3.0,26.0,1.0000000000000003e-05,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00275000,2025-12-16 18:39:23+00:00,275.0,403.22,416.21,419.02,0.0,0.0,2.0,10.0,2.498294769897461,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00285000,2025-06-16 13:31:34+00:00,285.0,321.9,348.43,351.93,0.0,0.0,2.0,2.0,1.0000000000000003e-05,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00290000,2026-01-09 15:55:17+00:00,290.0,404.0,395.9,399.03,0.0,0.0,2.0,13.0,2.0180713610839844,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00295000,2025-04-03 19:53:36+00:00,295.0,253.05,278.76,282.61,0.0,0.0,15.0,17.0,1.0000000000000003e-05,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00300000,2026-02-13 18:27:16+00:00,300.0,386.53,382.26,385.06,0.0,0.0,2.0,79.0,1.5217309069824214,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00305000,2026-01-16 15:26:03+00:00,305.0,388.95,377.27,380.07,0.0,0.0,7.0,8.0,1.495607990722656,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00310000,2025-12-31 19:12:19+00:00,310.0,378.75,381.15,384.5,0.0,0.0,1.0,1.0,2.2203413632202142,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00315000,2026-02-09 18:01:25+00:00,315.0,381.06,367.3,370.06,0.0,0.0,8.0,34.0,1.4423856005859377,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00320000,2026-02-13 15:52:41+00:00,320.0,363.44,362.31,365.12,0.0,0.0,4.0,32.0,1.4213896118164064,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00325000,2026-02-20 15:43:38+00:00,325.0,363.72,357.34,360.09,0.0,0.0,10.0,13.0,1.3950225561523437,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00330000,2026-01-09 18:30:49+00:00,330.0,366.54,355.92,358.99,0.0,0.0,1.0,19.0,1.7459729498291015,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00335000,2025-12-26 14:56:32+00:00,335.0,359.1,356.48,359.29,0.0,0.0,5.0,2.0,2.035893582153321,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00340000,2025-12-19 20:25:46+00:00,340.0,344.41,351.48,354.29,0.0,0.0,11.0,26.0,2.000127070007324,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00345000,2026-02-04 15:53:13+00:00,345.0,345.62,337.38,340.15,0.0,0.0,7.0,39.0,1.3007847460937496,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00350000,2026-02-20 15:07:01+00:00,350.0,337.49,332.41,335.2,0.0,0.0,2.0,466.0,1.2817418725585936,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00355000,2026-02-13 15:37:48+00:00,355.0,330.52,327.42,330.18,0.0,0.0,32.0,15.0,1.2565955139160154,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00360000,2026-02-18 17:00:20+00:00,360.0,328.79,322.43,325.23,0.0,0.0,1.0,136.0,1.2365760827636718,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00365000,2026-02-20 17:06:33+00:00,365.0,323.79,317.44,320.21,0.0,0.0,17.0,63.0,1.2121621423339843,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00370000,2026-01-15 15:09:17+00:00,370.0,326.43,312.47,315.26,0.0,0.0,2.0,23.0,1.1938516870117186,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00375000,2026-02-09 15:34:00+00:00,375.0,319.65,307.48,310.24,0.0,0.0,3.0,61.0,1.169926025390625,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00380000,2026-02-20 14:37:43+00:00,380.0,305.14,302.49,305.3,0.0,0.0,2.0,110.0,1.1513714306640623,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00385000,2026-02-04 17:02:33+00:00,385.0,303.4,297.51,300.31,0.0,0.0,38.0,176.0,1.1303754418945315,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00390000,2026-02-20 15:18:26+00:00,390.0,296.79,292.52,295.29,0.0,0.0,2.0,190.0,1.1071821984863282,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00395000,2026-02-20 20:52:55+00:00,395.0,294.64,287.54,290.34,0.0,0.0,1.0,326.0,1.0889938128662109,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00400000,2026-02-23 16:50:15+00:00,400.0,283.31,282.56,285.36,-6.5,-2.2428489,1.0,432.0,1.0690964514160157,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00405000,2026-02-20 18:23:43+00:00,405.0,282.99,277.57,280.34,0.0,0.0,5.0,428.0,1.0466356262207035,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00410000,2026-02-20 14:35:48+00:00,410.0,275.03,272.59,275.39,0.0,0.0,2.0,25.0,1.0290575891113285,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00415000,2026-02-19 15:40:50+00:00,415.0,271.82,267.62,270.41,0.0,0.0,4.0,11.0,1.0102588549804685,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00420000,2026-02-20 20:28:08+00:00,420.0,269.5,262.63,265.43,0.0,0.0,3.0,109.0,0.9904786108398438,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00425000,2026-02-20 20:54:19+00:00,425.0,264.84,257.64,260.45,0.0,0.0,3.0,125.0,0.9709475561523437,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00430000,2026-02-20 20:07:09+00:00,430.0,260.18,252.67,255.43,0.0,0.0,700.0,703.0,0.9505620178222656,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00435000,2026-02-19 17:34:27+00:00,435.0,250.26,247.68,250.44,0.0,0.0,3.0,56.0,0.9309088940429688,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00440000,2026-02-13 14:39:25+00:00,440.0,241.94,242.71,245.46,0.0,0.0,4.0,119.0,0.9128426684570312,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00445000,2026-02-23 16:01:49+00:00,445.0,238.58,237.71,240.26,-0.22999573,-0.09630909,7.0,130.0,0.8828136718749999,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00450000,2026-02-23 16:03:02+00:00,450.0,233.33,232.74,235.5,-7.169998,-2.9812882,1.0,290.0,0.8754895263671875,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00455000,2026-02-20 18:10:14+00:00,455.0,233.49,227.76,230.53,0.0,0.0,1.0,184.0,0.8576674389648438,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00460000,2026-02-20 20:53:18+00:00,460.0,229.56,222.79,225.58,0.0,0.0,2.0,734.0,0.8413101806640625,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00465000,2026-02-20 18:07:59+00:00,465.0,217.45,217.8,220.6,-6.3399963,-2.8330116,1.0,117.0,0.8227556787109375,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00470000,2026-02-23 17:38:05+00:00,470.0,212.45,212.82,215.62,-7.8899994,-3.5808294,5.0,393.0,0.8048115222167969,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00475000,2026-02-23 17:37:10+00:00,475.0,207.7,207.84,210.61,-2.180008,-1.0386925,8.0,86.0,0.7857687438964844,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00480000,2026-02-23 20:15:47+00:00,480.0,202.6,202.87,205.67,-6.9099884,-3.2981665,1.0,251.0,0.7700218310546876,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00485000,2026-02-17 15:53:31+00:00,485.0,194.68,197.89,200.69,0.0,0.0,1.0,75.0,0.7521997436523438,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00490000,2026-02-20 17:04:09+00:00,490.0,199.57,192.92,195.72,0.0,0.0,25.0,364.0,0.735354208984375,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00495000,2026-02-23 20:15:42+00:00,495.0,187.56,187.94,190.51,-3.3300018,-1.7444612,1.0,607.0,0.7094755615234375,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00500000,2026-02-23 18:21:39+00:00,500.0,184.73,182.97,185.77,-2.9000092,-1.5455999,23.0,1419.0,0.7009307250976562,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00505000,2026-02-23 17:36:40+00:00,505.0,177.75,177.99,180.8,-8.360001,-4.491967,3.0,348.0,0.6838410522460938,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00510000,2026-02-23 20:23:39+00:00,510.0,172.47,173.02,175.83,-3.6799927,-2.0891244,3.0,319.0,0.667239655761719,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00515000,2026-02-10 16:11:42+00:00,515.0,182.35,168.05,170.62,0.0,0.0,1.0,339.0,0.642703768310547,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00520000,2026-02-23 20:12:35+00:00,520.0,162.6,163.08,165.89,-7.519989,-4.420403,51.0,336.0,0.6337927246093751,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00525000,2026-02-23 20:48:10+00:00,525.0,158.03,158.11,160.92,-8.160004,-4.9100447,4.0,619.0,0.6171913281250001,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00530000,2026-02-23 20:20:02+00:00,530.0,152.62,153.15,155.95,-7.4100037,-4.630384,7.0,2175.0,0.6008340698242189,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00535000,2026-02-23 20:14:58+00:00,535.0,147.45,148.19,150.99,-4.470001,-2.942339,8.0,2113.0,0.584843018798828,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00540000,2026-02-23 20:31:54+00:00,540.0,143.33,143.23,146.03,-7.1399994,-4.7451315,17.0,544.0,0.5687298986816407,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00545000,2026-02-23 19:16:52+00:00,545.0,138.48,138.26,141.07,-0.7200012,-0.51724225,3.0,338.0,0.5523726403808593,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00550000,2026-02-23 20:31:54+00:00,550.0,133.38,133.31,136.12,-6.899994,-4.91873,24.0,1023.0,0.5367477966308594,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00555000,2026-02-20 19:32:03+00:00,555.0,135.66,128.36,131.16,0.0,0.0,39.0,231.0,0.5208177801513671,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00560000,2026-02-23 16:04:20+00:00,560.0,123.46,123.41,126.22,-7.0499954,-5.401881,3.0,1711.0,0.5053150054931641,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00565000,2026-02-23 15:52:04+00:00,565.0,120.5,118.46,121.0,-6.0,-4.743083,3.0,594.0,0.5366257275390626,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00570000,2026-02-23 20:20:56+00:00,570.0,114.47,113.52,116.33,-5.419998,-4.520809,4.0,2136.0,0.529423651123047,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00575000,2026-02-23 20:19:17+00:00,575.0,108.41,108.59,111.4,-7.859993,-6.7601213,2.0,1201.0,0.512272943725586,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00580000,2026-02-23 20:29:11+00:00,580.0,103.8,103.67,106.47,-7.949997,-7.1140914,13.0,3020.0,0.49506120178222657,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00585000,2026-02-23 20:02:18+00:00,585.0,98.8,98.75,101.56,-6.8199997,-6.4571104,2.0,1746.0,0.47839877075195314,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00590000,2026-02-23 20:30:03+00:00,590.0,94.0,93.85,96.65,-6.790001,-6.7367806,33.0,3313.0,0.46155323608398446,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00595000,2026-02-23 20:44:59+00:00,595.0,89.71,88.96,91.54,-6.25,-6.5131307,4.0,4420.0,0.43848217773437503,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00600000,2026-02-23 20:53:55+00:00,600.0,84.5,84.09,86.9,-6.5,-7.142857,74.0,5122.0,0.4293880303955079,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00605000,2026-02-23 20:14:36+00:00,605.0,78.95,79.24,82.05,-7.5699997,-8.749422,25.0,1616.0,0.4136411175537109,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00610000,2026-02-23 16:57:00+00:00,610.0,75.13,74.42,77.23,-6.709999,-8.198924,6.0,3415.0,0.3983214465332031,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00611000,2026-02-06 20:21:30+00:00,611.0,83.37,73.47,76.27,0.0,0.0,2.0,2.0,0.3953307537841797,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00613000,2026-02-19 20:44:38+00:00,613.0,73.93,71.54,74.35,0.0,0.0,,1.0,0.38922729919433596,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00615000,2026-02-23 19:44:24+00:00,615.0,69.03,69.63,72.43,-8.239998,-10.663903,2.0,2007.0,0.3831238446044921,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00616000,2026-02-18 15:06:46+00:00,616.0,75.25,68.67,71.48,0.0,0.0,1.0,3.0,0.3802552209472656,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00617000,2026-02-19 20:53:44+00:00,617.0,70.64,67.72,70.52,0.0,0.0,,3.0,0.3771424591064453,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00618000,2026-02-20 19:21:15+00:00,618.0,73.81,66.77,69.57,0.0,0.0,2.0,52.0,0.3742738354492187,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00620000,2026-02-23 18:11:41+00:00,620.0,64.79,64.88,67.67,-6.970001,-9.712934,9.0,8971.0,0.3684145190429688,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00623000,2026-02-06 16:22:02+00:00,623.0,69.95,62.03,64.84,0.0,0.0,1.0,1.0,0.3599307171630859,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00624000,2026-02-17 15:05:20+00:00,624.0,59.5,61.09,63.9,0.0,0.0,,2.0,0.35712312805175783,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00625000,2026-02-23 19:46:53+00:00,625.0,60.05,60.15,62.96,-7.950001,-11.691177,4.0,3989.0,0.3542850216674803,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00626000,2026-02-20 15:41:42+00:00,626.0,64.66,59.22,62.02,0.0,0.0,2.0,1.0,0.35144691528320304,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00627000,2026-02-20 15:42:40+00:00,627.0,63.56,58.29,61.08,0.0,0.0,4.0,3.0,0.3485172570800781,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00628000,2026-02-20 15:42:54+00:00,628.0,63.0,57.35,60.15,0.0,0.0,12.0,5.0,0.3458317370605468,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00629000,2026-02-20 15:16:08+00:00,629.0,59.75,56.41,59.22,0.0,0.0,2.0,2.0,0.34311569976806633,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00630000,2026-02-23 20:58:32+00:00,630.0,55.95,55.49,58.08,-6.950001,-11.049285,348.0,7919.0,0.3357305197143554,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00631000,2026-02-19 19:06:14+00:00,631.0,57.37,54.56,57.16,0.0,0.0,1.0,5.0,0.3331975860595704,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00632000,2026-02-20 15:44:28+00:00,632.0,59.73,53.64,56.24,0.0,0.0,2.0,3.0,0.3306341351318359,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
SPY260320C00634000,2026-02-20 14:36:22+00:00,634.0,54.57,51.79,54.41,0.0,0.0,1.0,1.0,0.325629302368164,True,REGULAR,USD,2026-03-20,call,682.3900146484375,SPY,2026-02-24T04:55:53.962613
